title,department,center,teacher,start_date,end_date,min_cost,max_cost,days,course_link
کارگاه جامع حسابداری مالی,علوم مالی و حسابداری,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ دی ۱۴۰۵,"۲۲۵,۷۰۰,۰۰۰","۲۲۵,۷۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3863/کارگاه-جامع-حسابداری-مالی
Sketchup با رویکرد هوش مصنوعی,معماری,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ اردیبهشت ۱۴۰۵,"۵۹,۰۰۰,۰۰۰","۵۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/6599/Sketchup-با-رویکرد-هوش-مصنوعی
حسابداری ویژه بازار کار,علوم مالی و حسابداری,پارک ساعی,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,پنجشنبه ۸ مرداد ۱۴۰۵,"۱۷۷,۶۰۰,۰۰۰","۱۷۷,۶۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۹:۰۰ | پنجشنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/3869/حسابداری-ویژه-بازار-کار
حسابداری برای غیر حسابداران,علوم مالی و حسابداری,پارک ساعی,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۶۷,۰۰۰,۰۰۰","۶۷,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۹:۰۰ | پنجشنبه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/3857/حسابداری-برای-غیر-حسابداران
حسابداری مالی خدماتی,علوم مالی و حسابداری,پارک ساعی,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۵۳,۹۰۰,۰۰۰","۵۳,۹۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۲۰:۰۰ | چهارشنبه ساعت ۱۴:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/3865/حسابداری-مالی-خدماتی
Responsive & Bootstrap (Web Design II),فناوری اطلاعات و ارتباطات,سیدخندان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۶۳,۰۰۰,۰۰۰","۶۳,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/6457/Responsive-&-Bootstrap-(Web-Design-II)
طراحی مکانیکی به کمک CATIA II,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۸۵,۰۰۰,۰۰۰","۸۵,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/153718125/طراحی-مکانیکی-به-کمک-CATIA-II
طراحی سیستم های آب و فاضلاب خانگی و تاسیسات بهداشتی,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۱ فروردین ۱۴۰۵,"۶۲,۵۰۰,۰۰۰","۶۲,۵۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/154313124/طراحی-سیستم-های-آب-و-فاضلاب-خانگی-و-تاسیسات-بهداشتی
اصول طراحی، انتخاب و محاسبات اجزای ماشین آلات صنعتی– سطح دو,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۷۷,۵۰۰,۰۰۰","۷۷,۵۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3155/اصول-طراحی،-انتخاب-و-محاسبات-اجزای-ماشین-آلات-صنعتی–-سطح-دو
شبیه سازی فرایند با نرم افزار ASPEN PLUS سطح یک,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۶۵,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/153515125/شبیه-سازی-فرایند-با-نرم-افزار-ASPEN-PLUS-سطح-یک
طراحی مکانیکی به کمک SOLIDWORKS I,علوم مهندسی,میرداماد,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۹ خرداد ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/153718144/طراحی-مکانیکی-به-کمک-SOLIDWORKS-I
Data Analysis with Python,فناوری اطلاعات و ارتباطات,باملند(شمال غرب),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۵۰,۰۰۰,۰۰۰","۵۰,۰۰۰,۰۰۰",جمعه ساعت ۱۶:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/5544/Data-Analysis-with-Python
نازکدوزی زنانه,فناوری مد و پوشاک,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱ آبان ۱۴۰۵,"۱۳۱,۰۰۰,۰۰۰","۱۳۱,۰۰۰,۰۰۰",جمعه ساعت ۱۶:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/411414164/نازکدوزی-زنانه
اسکیس و راندو,معماری,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ اردیبهشت ۱۴۰۵,"۵۹,۰۰۰,۰۰۰","۵۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5233/اسکیس-و-راندو
ماشینکاری با نرم افزار Power Mill (پیشرفته),علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۸۹,۰۰۰,۰۰۰","۸۹,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/153715124/ماشینکاری-با-نرم-افزار-Power-Mill-(پیشرفته)
طراحی برد مدار چاپی با نرم افزارAltium Designer,برق و الکترونیک,البرز,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۴۷,۲۰۰,۰۰۰","۴۷,۲۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5305/طراحی-برد-مدار-چاپی-با-نرم-افزارAltium-Designer
CEH v.12 (Certified Ethical Hacker),فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),محمدعرفان نصیری,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۵۴,۰۰۰,۰۰۰","۶۸,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/5173/CEH-v.12-(Certified-Ethical-Hacker)
ReactJS,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),تورج آرمین پور,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۶۱,۰۰۰,۰۰۰","۷۷,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/4040/ReactJS
ایمنی ، بهداشت و محیط زیست (HSE) مقدماتی,علوم مهندسی,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۶۲,۵۰۰,۰۰۰","۶۲,۵۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/154113123/ایمنی-،-بهداشت-و-محیط-زیست-(HSE)-مقدماتی
مهارتهای مذاکره,مدیریت و کسب و کار,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۸ اسفند ۱۴۰۴,"۱۹,۳۰۰,۰۰۰","۲۳,۵۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/4936/مهارتهای-مذاکره
فتوشاپ برای معماری,معماری,اکباتان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۴۹,۰۰۰,۰۰۰","۴۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/391412134/فتوشاپ-برای-معماری
اپراتوری تراش CNC,علوم مهندسی,اسلامشهر,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱ خرداد ۱۴۰۵,"۷۲,۵۰۰,۰۰۰","۷۲,۵۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/3757/اپراتوری-تراش-CNC
پکیج طراحی دکوراسیون داخلی از مقدماتی تا پیشرفته,معماری,نیاوران,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۶ فروردین ۱۴۰۶,"۵۲۹,۰۰۰,۰۰۰","۵۲۹,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5999/پکیج-طراحی-دکوراسیون-داخلی-از-مقدماتی-تا-پیشرفته
طراحی معماری و دکوراسیون داخلی مقدماتی,معماری,نیاوران,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۶ تیر ۱۴۰۵,"۱۷۱,۰۰۰,۰۰۰","۱۷۱,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/391212125/طراحی-معماری-و-دکوراسیون-داخلی-مقدماتی
دکوراتور داخلی,معماری,نیاوران,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۹ تیر ۱۴۰۵,"۱۸۸,۰۰۰,۰۰۰","۱۸۸,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/391212131/دکوراتور-داخلی
طراحی و شبیه سازی مبدل های حرارتی با نرم افزار HTRI,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۱ فروردین ۱۴۰۵,"۸۵,۰۰۰,۰۰۰","۸۵,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/6631/طراحی-و-شبیه-سازی-مبدل-های-حرارتی-با-نرم-افزار-HTRI
"مدیریت پروژه حرفه ای – مبانی و نرم افزارهای کاربردی (PMBOK, MSP & Primavera P6)",علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۹ مرداد ۱۴۰۵,"۱۶۹,۰۰۰,۰۰۰","۱۶۹,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۳۰ تا ۲۰:۳۰,"https://mftplus.com/lesson/154012130/مدیریت-پروژه-حرفه-ای-–-مبانی-و-نرم-افزارهای-کاربردی-(PMBOK,-MSP-&-Primavera-P6)"
برنامه ریزی و کنترل پروژه با نرم افزار MS Project,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۶۵,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/154012124/برنامه-ریزی-و-کنترل-پروژه-با-نرم-افزار-MS-Project
موشن گرافیک,هنر و سینما,اسلامشهر,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۹ آبان ۱۴۰۵,"۱۷۴,۰۰۰,۰۰۰","۱۷۴,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/3064/موشن-گرافیک
فتوشاپ مقدماتی تا پیشرفته,هنر و سینما,اسلامشهر,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۹ خرداد ۱۴۰۵,"۵۱,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/4810/فتوشاپ-مقدماتی-تا-پیشرفته
فتوشاپ و ایلاستریتور,هنر و سینما,اسلامشهر,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۶ مرداد ۱۴۰۵,"۸۴,۰۰۰,۰۰۰","۹۴,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/431312124/فتوشاپ-و-ایلاستریتور
افترافکت (After Effects),هنر و سینما,اسلامشهر,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۶ مرداد ۱۴۰۵,"۸۳,۰۰۰,۰۰۰","۹۸,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/431213154/افترافکت-(After-Effects)
نحوه تهیه اظهارنامه مالیاتی,علوم مالی و حسابداری,انقلاب,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۲ اسفند ۱۴۰۴,"۱۷,۵۰۰,۰۰۰","۱۷,۵۰۰,۰۰۰",جمعه ساعت ۱۰:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3862/نحوه-تهیه-اظهارنامه-مالیاتی
مالیات و عوارض ارزش افزوده,علوم مالی و حسابداری,انقلاب,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۵ اسفند ۱۴۰۴,"۱۱,۷۰۰,۰۰۰","۱۱,۷۰۰,۰۰۰",جمعه ساعت ۱۰:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3859/مالیات-و-عوارض-ارزش-افزوده
کارگاه جامع حسابداری مالی,علوم مالی و حسابداری,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ دی ۱۴۰۵,"۲۲۵,۷۰۰,۰۰۰","۲۲۵,۷۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3863/کارگاه-جامع-حسابداری-مالی
حسابداری برای غیر حسابداران,علوم مالی و حسابداری,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۶۷,۰۰۰,۰۰۰","۶۷,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3857/حسابداری-برای-غیر-حسابداران
متره، برآورد و صورت وضعیت نویسی عمران,علوم مهندسی,اکباتان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱ خرداد ۱۴۰۵,"۷۵,۰۰۰,۰۰۰","۷۵,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/153813123/متره،-برآورد-و-صورت-وضعیت-نویسی-عمران
کارگاه آموزش مقاله‌نویسی (ISI),زبانهای خارجی,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۸ اسفند ۱۴۰۴,"۵,۰۰۰,۰۰۰","۵,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/6379/کارگاه-آموزش-مقاله‌نویسی-(ISI)
تعمیرات لباسشویی و ظرفشویی,برق و الکترونیک,اسلامشهر,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۸ اردیبهشت ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۵:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/6637/تعمیرات-لباسشویی-و-ظرفشویی
حسابداری ویژه بازار کار,علوم مالی و حسابداری,اکباتان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۰ آذر ۱۴۰۵,"۱۷۷,۶۰۰,۰۰۰","۱۷۷,۶۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/3869/حسابداری-ویژه-بازار-کار
تحلیل های آماری داده ها به کمک نرم افزار SPSS - سطح یک,علوم مهندسی,نیاوران,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۴۵,۰۰۰,۰۰۰","۴۵,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/154212125/تحلیل-های-آماری-داده-ها-به-کمک-نرم-افزار-SPSS-سطح-یک
متره، برآورد و صورت وضعیت نویسی عمران,علوم مهندسی,سیدخندان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱ خرداد ۱۴۰۵,"۷۵,۰۰۰,۰۰۰","۷۵,۰۰۰,۰۰۰",جمعه ساعت ۱۳:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/153813123/متره،-برآورد-و-صورت-وضعیت-نویسی-عمران
طراحی مکانیکی به کمک CATIA II,علوم مهندسی,اکباتان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱ خرداد ۱۴۰۵,"۸۵,۰۰۰,۰۰۰","۸۵,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/153718125/طراحی-مکانیکی-به-کمک-CATIA-II
طراحی مخازن ذخیره مطابق استاندارد API 650 و آموزش نرم افزار TANK,علوم مهندسی,سعادت آباد (مرکزی),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۸۵,۰۰۰,۰۰۰","۸۵,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/6513/طراحی-مخازن-ذخیره-مطابق-استاندارد-API-650-و-آموزش-نرم-افزار-TANK
مدیریت کافی شاپ,تشریفات و گردشگری,تهرانپارس,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۴ فروردین ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
فینگرفود,تشریفات و گردشگری,تهرانپارس,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۱۰۴,۰۰۰,۰۰۰","۱۰۴,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۵:۰۰,https://mftplus.com/lesson/3822/فینگرفود
مدیریت کافی شاپ,تشریفات و گردشگری,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۴ فروردین ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
فینگرفود,تشریفات و گردشگری,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۱۰۴,۰۰۰,۰۰۰","۱۰۴,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۵:۰۰,https://mftplus.com/lesson/3822/فینگرفود
مدیریت کافی شاپ,تشریفات و گردشگری,میرداماد,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۱ فروردین ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
مدیریت کافی شاپ,تشریفات و گردشگری,نارمک,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۴ فروردین ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
مدیریت کافی شاپ,تشریفات و گردشگری,اکباتان,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۴ فروردین ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
فینگرفود,تشریفات و گردشگری,نارمک,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۱۰۴,۰۰۰,۰۰۰","۱۰۴,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۵:۰۰,https://mftplus.com/lesson/3822/فینگرفود
مدیریت کافی شاپ,تشریفات و گردشگری,زعفرانیه,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۴ فروردین ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۸:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
فینگرفود,تشریفات و گردشگری,ونک,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ اردیبهشت ۱۴۰۵,"۱۰۴,۰۰۰,۰۰۰","۱۰۴,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۵:۰۰,https://mftplus.com/lesson/3822/فینگرفود
Linux Essentials + LPIC1(101-102),فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),محمدعلی فلاحی,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۲ خرداد ۱۴۰۵,"۷۲,۰۰۰,۰۰۰","۸۶,۰۰۰,۰۰۰",جمعه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4595/Linux-Essentials-+-LPIC1(101-102)
فینگرفود,تشریفات و گردشگری,نیاوران,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۸ فروردین ۱۴۰۵,"۱۰۴,۰۰۰,۰۰۰","۱۰۴,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۵:۰۰,https://mftplus.com/lesson/3822/فینگرفود
Data Analysis with Python,فناوری اطلاعات و ارتباطات,سیدخندان,احمد توکلی,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ اردیبهشت ۱۴۰۵,"۴۰,۰۰۰,۰۰۰","۵۰,۰۰۰,۰۰۰",جمعه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5544/Data-Analysis-with-Python
مدیریت کافی شاپ,تشریفات و گردشگری,نیاوران,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۱۱ اردیبهشت ۱۴۰۵,"۱۳۰,۰۰۰,۰۰۰","۱۳۰,۰۰۰,۰۰۰",جمعه ساعت ۱۰:۳۰ تا ۱۴:۳۰,https://mftplus.com/lesson/3810/مدیریت-کافی-شاپ
نرم افزار Lumion,معماری,بلوار کاوه(قیطریه),مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۴ اردیبهشت ۱۴۰۵,"۶۶,۰۰۰,۰۰۰","۶۶,۰۰۰,۰۰۰",جمعه ساعت ۱۴:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/391412154/نرم-افزار-Lumion
FPGA,برق و الکترونیک,میرداماد,مشخص نشده,جمعه ۸ اسفند ۱۴۰۴,جمعه ۲۵ اردیبهشت ۱۴۰۵,"۹۱,۲۰۰,۰۰۰","۹۱,۲۰۰,۰۰۰",جمعه ساعت ۰۸:۳۰ تا ۱۴:۳۰,https://mftplus.com/lesson/4630/FPGA
